tweetId,isRetweet,time,text,replies,retweets,likes,entries,query_keywords,hashtags,urls,photos,videos
1247854578311270400,False,2020-04-08 19:51:30,"#CoronaVirus lockdown in Abuja and the Accountant General’s office burnt down? This is an office that didn’t burn when it was a beehive of activities, only to burn when it became a ghost town? Is this part of the plan
#COVID19 #COVID19Pandemic pic.twitter.com/xW06RrOMBm",0,0,0,"{'hashtags': ['#CoronaVirus', '#COVID19', '#COVID19Pandemic'], 'urls': [], 'photos': [], 'videos': [{'id': 'PxO9DNJjONdQkSkj'}]}",#Covid19,"['#CoronaVirus', '#COVID19', '#COVID19Pandemic']",[],[],[{'id': 'PxO9DNJjONdQkSkj'}]
1247854578202071041,False,2020-04-08 19:51:30,"日に日に増える感染者数
日本中どうなるか、、、
危機感がないと大変なことに
#休校延長 しないと新しい世代の子供達に未來を繋げない
#新型コロナウイルス #大分県 40人超 #COVID19 これでも #学校休校 しない？
#世手子
#学校休校延長
https://ameblo.jp/rojide/entry-12588145178.html …
#大分県の小中高等学校の休校延長を https://twitter.com/newsdigestweb/status/1247850726610665478 … pic.twitter.com/Vfvd2hH4VS",0,0,0,"{'hashtags': ['#休校延長', '#新型コロナウイルス', '#大分県', '#COVID19', '#学校休校', '#世手子', '#学校休校延長', '#大分県の小中高等学校の休校延長を'], 'urls': ['https://ameblo.jp/rojide/entry-12588145178.html', 'https://twitter.com/newsdigestweb/status/1247850726610665478'], 'photos': ['https://pbs.twimg.com/media/EVFFHysUEAA7Qei.jpg'], 'videos': []}",#Covid19,"['#休校延長', '#新型コロナウイルス', '#大分県', '#COVID19', '#学校休校', '#世手子', '#学校休校延長', '#大分県の小中高等学校の休校延長を']","['https://ameblo.jp/rojide/entry-12588145178.html', 'https://twitter.com/newsdigestweb/status/1247850726610665478']",['https://pbs.twimg.com/media/EVFFHysUEAA7Qei.jpg'],[]
1247854578026119168,False,2020-04-08 19:51:30,"The stores team loading up for another delivery of critical respiratory applications to service our frontline hero's. Big thank you to @bcdlogistics  for their fantastic work. Reliable, cost efficient and nothing is ever too much! #logistics #transport #ukmanufacturing #COVID19 pic.twitter.com/QPYt9Gmyoo",0,0,0,"{'hashtags': ['#logistics', '#transport', '#ukmanufacturing', '#COVID19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFERWZWkAAVAhz.jpg'], 'videos': []}",#Covid19,"['#logistics', '#transport', '#ukmanufacturing', '#COVID19']",[],['https://pbs.twimg.com/media/EVFERWZWkAAVAhz.jpg'],[]
1247854576977481728,False,2020-04-08 19:51:29,"!! ""we estimated ...a much faster rate of spread...R0 is likely to be 5.7"" Early Release - High Contagiousness and Rapid Spread of Severe Acute Respiratory Syndrome Coronavirus 2 —July 2020 - Emerging Infectious Diseases journal - CDC https://bit.ly/2Xk5Gub  #COVID19 #coronavirus",0,0,0,"{'hashtags': ['#COVID19', '#coronavirus'], 'urls': ['https://bit.ly/2Xk5Gub'], 'photos': [], 'videos': []}",#Covid19,"['#COVID19', '#coronavirus']",['https://bit.ly/2Xk5Gub'],[],[]
1247854576889290754,False,2020-04-08 19:51:29,"14 new cases tested positive today in J&K. 11 in Kashmir, 3 in Jammu
139 cases in all now; 130 active cases; 27 in Jammu Division, 103 in Kashmir. #COVID19",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,['#COVID19'],[],[],[]
1247854576570695682,False,2020-04-08 19:51:29,"El Presidente @nayibbukele confirmó esta madrugada que se detectaron 15 nuevos casos de #COVID19 en el país, con lo que asciende a 93 la cifra total de contagios. Hay 79 casos activos, 9 recuperados y 5 fallecidos hasta las 5:51 a.m. de este miércoles 8 de abril. pic.twitter.com/xIdBh1zvUk",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFEwjfWsAIuouS.jpg'], 'videos': []}",#Covid19,['#COVID19'],[],['https://pbs.twimg.com/media/EVFEwjfWsAIuouS.jpg'],[]
1247854575635312640,False,2020-04-08 19:51:29,"We've seen an increase over two weeks in % of Canadians wearing masks & gloves in public as well as #PhysicalDistancing outside the home. While almost all Canadians are doing these things, a small minority (which means millions) still aren't. #COVID19 pic.twitter.com/iZbcejKtjj",0,0,0,"{'hashtags': ['#PhysicalDistancing', '#COVID19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFHvdWsAIeHDB.jpg'], 'videos': []}",#Covid19,"['#PhysicalDistancing', '#COVID19']",[],['https://pbs.twimg.com/media/EVFFHvdWsAIeHDB.jpg'],[]
1247854575610023936,False,2020-04-08 19:51:29,"#covid19, #uae കോവിഡ്-19ഉം യു.എ.ഇ പ്രവാസികളും http://www.madhyamam.com/node/673094 ",0,0,0,"{'hashtags': ['#covid19', '#uae'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,"['#covid19', '#uae']",[],[],[]
1247854574523895808,False,2020-04-08 19:51:29,"
#COVID19 : @INAIL sospensione termini di #prescrizione e #decadenza, #tuteladacoronavirus

http://bit.ly/2JPtrSY pic.twitter.com/gnuu1tzmla",0,0,0,"{'hashtags': ['#COVID19', '#prescrizione', '#decadenza', '#tuteladacoronavirus'], 'urls': ['http://bit.ly/2JPtrSY'], 'photos': ['https://pbs.twimg.com/media/EVEh4s0XsAE_6bC.jpg'], 'videos': []}",#Covid19,"['#COVID19', '#prescrizione', '#decadenza', '#tuteladacoronavirus']",['http://bit.ly/2JPtrSY'],['https://pbs.twimg.com/media/EVEh4s0XsAE_6bC.jpg'],[]
1247854574414643201,False,2020-04-08 19:51:29,"#COVID19 updates, April 8:
- Global death toll exceeds 82,000, cases top 1.4 mln
- Australian health minister makes plea for people to maintain social distancing
- More countries, cities make wearing masks mandatory http://xhne.ws/JCuP4 pic.twitter.com/AqSJdf3Fib",0,0,0,"{'hashtags': ['#COVID19'], 'urls': ['http://xhne.ws/JCuP4'], 'photos': ['https://pbs.twimg.com/media/EVFFHpLUcAAB7Z8.jpg', 'https://pbs.twimg.com/media/EVFFHpAUwAEUgVs.jpg', 'https://pbs.twimg.com/media/EVFFHpHU8AEvKT_.jpg'], 'videos': []}",#Covid19,['#COVID19'],['http://xhne.ws/JCuP4'],"['https://pbs.twimg.com/media/EVFFHpLUcAAB7Z8.jpg', 'https://pbs.twimg.com/media/EVFFHpAUwAEUgVs.jpg', 'https://pbs.twimg.com/media/EVFFHpHU8AEvKT_.jpg']",[]
1247854571554246656,False,2020-04-08 19:51:28,"Charlotte is no longer suffering. She is seizure-free forever. Thank you so much for all of your love. Please respect their privacy at this time.

Suspected cause #Covid19
#Charlottesweb
#CBD pic.twitter.com/y0ZqOk6sFk",0,0,0,"{'hashtags': ['#Covid19', '#Charlottesweb', '#CBD'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFGsSXYAE6v8S.jpg'], 'videos': []}",#Covid19,"['#Covid19', '#Charlottesweb', '#CBD']",[],['https://pbs.twimg.com/media/EVFFGsSXYAE6v8S.jpg'],[]
1247854571394928646,False,2020-04-08 19:51:28,"This. People are taking about him like he's a fucking martyr, when in reality he recklessly exposed himself to people he *knew* had #COVID19.

During the election the media called Corbyn's following a cult, now the same newspapers are out-right telling us to pray for him.  https://twitter.com/jonlis1/status/1247641125273374722 …",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,['#COVID19'],[],[],[]
1247854568853188609,False,2020-04-08 19:51:27,"Now more than ever. 

#CHW #HealthcareHeroes  are putting themselves on the line to fight #COVID19, but too often without critical safety gear.

It's because they're not in the room when decisions are made.

Let's change that - join us.

#WHWW #CHWAdvocates #COVID19 #PPEforALL https://twitter.com/chw_impact/status/1247848720688971776 …",0,0,0,"{'hashtags': ['#CHW', '#HealthcareHeroes', '#COVID19', '#WHWW', '#CHWAdvocates', '#COVID19', '#PPEforALL', '#CHWs', '#CHWs', '#communityhealthworkers', '#CHWAdvocates', '#CHW', '#WHWW'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,"['#CHW', '#HealthcareHeroes', '#COVID19', '#WHWW', '#CHWAdvocates', '#COVID19', '#PPEforALL', '#CHWs', '#CHWs', '#communityhealthworkers', '#CHWAdvocates', '#CHW', '#WHWW']",[],[],[]
1247854567901052928,False,2020-04-08 19:51:27,"A cumulative total of 1,672 citizens have so far successfully completed the 14 days quarantine period.#COVID19

Dr Chitalu Chilufya

#MinistryofHealth",0,0,0,"{'hashtags': ['#COVID19', '#MinistryofHealth'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,"['#COVID19', '#MinistryofHealth']",[],[],[]
1247854567062192128,False,2020-04-08 19:51:27,"En breus minuts, podreu escoltar-me a @AlrasAPunt parlant amb @Jessica_Crespo1 sobre com @MSF_Espana està col·laborant amb les autoritats sanitàries en la gestió d'aquesta crisi de #COVID19.

Sintonitza @apunt_media https://apuntmedia.es/va/directe/radio …",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,['#COVID19'],[],[],[]
1247854566294650880,False,2020-04-08 19:51:27,"DIRECTO #COVID19

María José Sierra asegura que la falta de datos sobre las UCI de hoy se debe a un tema de organización, no a un repunte de casos https://bit.ly/2JUCmSN pic.twitter.com/HHsuZAF7qw",0,0,0,"{'hashtags': ['#COVID19'], 'urls': ['https://bit.ly/2JUCmSN'], 'photos': ['https://pbs.twimg.com/media/EVFFGU4XQAE141n.jpg'], 'videos': []}",#Covid19,['#COVID19'],['https://bit.ly/2JUCmSN'],['https://pbs.twimg.com/media/EVFFGU4XQAE141n.jpg'],[]
1247854566118432768,False,2020-04-08 19:51:27,https://www.youtube.com/watch?v=Q_cvN06SEyM …  Once Upon a Time in America Deborah's Theme CORONA VIRUS QUARANTENA GIORNO 15 - Tema di Deborah - C'era una Volta in America 28_03_20   #COVID19 #Morricone #QuarantineMusic  by Jacopo Mastrangelo pic.twitter.com/xYZvnA7ima,0,0,0,"{'hashtags': ['#COVID19', '#Morricone', '#QuarantineMusic'], 'urls': ['https://www.youtube.com/watch?v=Q_cvN06SEyM'], 'photos': ['https://pbs.twimg.com/media/EVFEvYQXQAIei3e.jpg'], 'videos': []}",#Covid19,"['#COVID19', '#Morricone', '#QuarantineMusic']",['https://www.youtube.com/watch?v=Q_cvN06SEyM'],['https://pbs.twimg.com/media/EVFEvYQXQAIei3e.jpg'],[]
1247854565950722050,False,2020-04-08 19:51:27,"Interested to see if this comes down as lockdown continues - for now, 68% of people think the economic impact of #COVID19 measures is worth it, according to overnight ⁦@PortlandComms⁩ poll pic.twitter.com/XUv0HiWQDq",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFHK-XQAAe0cu.jpg'], 'videos': []}",#Covid19,['#COVID19'],[],['https://pbs.twimg.com/media/EVFFHK-XQAAe0cu.jpg'],[]
1247854565392814083,False,2020-04-08 19:51:27," @RealMattLucas showing  of social media. He’s gone viral with his ‘Baked Potato’ social distancing song.
More importantly, now it’s entering the charts, he’s donating all proceeds to #FeedNHS - which provides meals to #COVID19 critical care staff.  

#SocialMediaMarketing pic.twitter.com/ZSKAlWRqvF",0,0,0,"{'hashtags': ['#FeedNHS', '#COVID19', '#SocialMediaMarketing'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFGyxXYAEvauZ.jpg'], 'videos': []}",#Covid19,"['#FeedNHS', '#COVID19', '#SocialMediaMarketing']",[],['https://pbs.twimg.com/media/EVFFGyxXYAEvauZ.jpg'],[]
1247854560569225216,False,2020-04-08 19:51:25,Berdoa dimalam #NisfuSyaban semoga pandemi #COVID19 cepet selesai. Amin  pic.twitter.com/itGFZRAGO5,0,0,0,"{'hashtags': ['#NisfuSyaban', '#COVID19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFG-jUMAAV0DH.jpg'], 'videos': []}",#Covid19,"['#NisfuSyaban', '#COVID19']",[],['https://pbs.twimg.com/media/EVFFG-jUMAAV0DH.jpg'],[]
1247854578311270400,False,2020-04-08 19:51:30,"#CoronaVirus lockdown in Abuja and the Accountant General’s office burnt down? This is an office that didn’t burn when it was a beehive of activities, only to burn when it became a ghost town? Is this part of the plan
#COVID19 #COVID19Pandemic pic.twitter.com/xW06RrOMBm",0,0,0,"{'hashtags': ['#CoronaVirus', '#COVID19', '#COVID19Pandemic'], 'urls': [], 'photos': [], 'videos': [{'id': 'PxO9DNJjONdQkSkj'}]}",#Covid19,"['#CoronaVirus', '#COVID19', '#COVID19Pandemic']",[],[],[{'id': 'PxO9DNJjONdQkSkj'}]
1247854578202071041,False,2020-04-08 19:51:30,"日に日に増える感染者数
日本中どうなるか、、、
危機感がないと大変なことに
#休校延長 しないと新しい世代の子供達に未來を繋げない
#新型コロナウイルス #大分県 40人超 #COVID19 これでも #学校休校 しない？
#世手子
#学校休校延長
https://ameblo.jp/rojide/entry-12588145178.html …
#大分県の小中高等学校の休校延長を https://twitter.com/newsdigestweb/status/1247850726610665478 … pic.twitter.com/Vfvd2hH4VS",0,0,0,"{'hashtags': ['#休校延長', '#新型コロナウイルス', '#大分県', '#COVID19', '#学校休校', '#世手子', '#学校休校延長', '#大分県の小中高等学校の休校延長を'], 'urls': ['https://ameblo.jp/rojide/entry-12588145178.html', 'https://twitter.com/newsdigestweb/status/1247850726610665478'], 'photos': ['https://pbs.twimg.com/media/EVFFHysUEAA7Qei.jpg'], 'videos': []}",#Covid19,"['#休校延長', '#新型コロナウイルス', '#大分県', '#COVID19', '#学校休校', '#世手子', '#学校休校延長', '#大分県の小中高等学校の休校延長を']","['https://ameblo.jp/rojide/entry-12588145178.html', 'https://twitter.com/newsdigestweb/status/1247850726610665478']",['https://pbs.twimg.com/media/EVFFHysUEAA7Qei.jpg'],[]
1247854578026119168,False,2020-04-08 19:51:30,"The stores team loading up for another delivery of critical respiratory applications to service our frontline hero's. Big thank you to @bcdlogistics  for their fantastic work. Reliable, cost efficient and nothing is ever too much! #logistics #transport #ukmanufacturing #COVID19 pic.twitter.com/QPYt9Gmyoo",0,0,0,"{'hashtags': ['#logistics', '#transport', '#ukmanufacturing', '#COVID19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFERWZWkAAVAhz.jpg'], 'videos': []}",#Covid19,"['#logistics', '#transport', '#ukmanufacturing', '#COVID19']",[],['https://pbs.twimg.com/media/EVFERWZWkAAVAhz.jpg'],[]
